Location,Location Name,District Number,Region Number,Terr Num,EFF DT,Current Starting Rate,Staffing Level,Current Staffing Level,YTD Average Staffing Level,Current Staffing Score,YTD Staffing Score,Total Staffing Score,LY Turn %,YTD Turn %,YOY Turn Variance,Turnover Score,Unemployment Score,Kohl's to County Comp Score,County Score,Applicant Flow,Acceptance Rate,Acceptance Rate Score,Applicant Flow Score,Recruiting Score,Cost of Labor Zone,Wage Pressue Score,Wage Score Color,Starting Rate Buckets
539,Walpole,41,3,4,1/27/18,11.00,1.00,1.00,0.95,1,2,1.7,0.46,0.42,-0.04,3,5,2,3.5,2.54,0.95,2,1,1.6,3,2.36,Green,10.5
540,Woburn,41,3,4,1/27/18,11.00,1.00,1.00,0.94,1,3,2.4,0.47,0.24,-0.23,1,5,2,3.5,1.97,0.85,3,1,2.2,3,2.22,Green,10.5
541,Clifton,28,9,4,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.52,0.36,-0.16,2,3,4,3.5,9.13,0.94,2,2,2,4,2.21,Green,9
542,Ramsey,28,9,4,1/27/18,9.00,1.00,1.00,0.95,1,3,2.4,0.34,0.28,-0.06,3,5,5,5,2.94,0.81,4,1,2.8,4,3.17,Yellow,9
543,Wayne,28,9,4,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,0.54,0.47,-0.07,3,3,4,3.5,3.89,0.88,3,2,2.6,4,2.61,Green,9
544,Copperfield,40,4,1,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.65,0.62,-0.03,3,4,5,4.5,8.13,0.9,3,2,2.6,3,2.81,Green,9
545,Steeplechase,40,4,1,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.47,0.49,0.02,4,4,5,4.5,9.91,0.9,2,2,2,3,2.91,Green,9
546,Brewster,46,9,4,1/27/18,10.40,1.00,1.00,0.96,1,2,1.7,0.34,0.26,-0.07,3,4,1,2.5,3.04,0.87,3,2,2.6,4,2.41,Green,10.38
547,Smithfield,42,3,4,1/27/18,10.10,1.00,1.00,0.99,1,2,1.7,0.45,0.43,-0.02,3,3,2,2.5,4.06,0.85,3,2,2.6,3,2.41,Green,10.12
548,Rancho Santa Margarita,48,8,3,1/27/18,11.00,1.00,1.00,0.98,1,2,1.7,0.29,0.34,0.06,4,5,5,5,2.91,0.92,2,1,1.6,4,2.91,Green,10.5
549,Spring,40,4,1,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.45,0.34,-0.11,2,4,5,4.5,13.14,0.95,1,1,1,3,2.16,Green,9
550,Baybrook,71,4,1,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.47,0.37,-0.11,2,4,5,4.5,3.65,0.92,2,2,2,3,2.41,Green,9
551,Seekonk,42,3,4,1/27/18,11.00,1.00,1.00,1.00,1,2,1.7,0.35,0.32,-0.03,3,3,2,2.5,3.97,0.94,2,2,2,3,2.26,Green,10.5
552,Tomball,40,4,1,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.66,0.69,0.03,4,4,5,4.5,6.84,0.91,2,3,2.4,3,3.01,Yellow,9
553,Missouri City,71,4,1,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,1.00,0.50,-0.50,1,4,4,4,6.92,0.94,2,3,2.4,3,2.16,Green,9
555,Pasadena,71,4,1,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.54,0.50,-0.04,3,4,5,4.5,9.69,0.94,2,2,2,3,2.66,Green,9
556,Pearland,71,4,1,1/27/18,9.00,1.00,1.00,0.96,1,2,1.7,0.83,0.76,-0.07,3,3,5,4,7.76,0.94,2,2,2,3,2.56,Green,9
557,Westchase,71,4,1,1/27/18,9.00,1.00,1.00,0.96,1,2,1.7,0.88,0.48,-0.40,1,4,5,4.5,8.49,0.94,2,2,2,3,2.16,Green,9
558,Southport,4,6,2,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.64,0.58,-0.07,3,5,4,4.5,4.3,0.89,3,2,2.6,2,2.81,Green,9
559,Huntsville,53,5,1,1/27/18,9.00,1.00,1.00,0.96,1,2,1.7,1.05,0.68,-0.37,1,5,5,5,5.76,0.92,2,3,2.4,2,2.36,Green,9
560,Burke,24,2,4,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.51,0.23,-0.27,1,5,5,5,5.51,0.75,5,3,4.2,4,2.81,Green,9
562,Lexington,75,14,1,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.44,0.44,0.00,4,4,3,3.5,7.32,0.88,3,2,2.6,1,2.86,Green,9
563,Spring Valley,75,14,1,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.42,0.38,-0.05,3,4,3,3.5,8.9,0.98,1,2,1.4,1,2.31,Green,9
564,Beaver Dam,2,6,2,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.22,0.29,0.07,4,5,3,4,2.5,0.89,3,1,2.2,1,2.86,Green,9
565,Clinton,79,7,2,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.58,0.45,-0.13,2,4,4,4,5.13,0.93,2,3,2.4,1,2.41,Green,9
567,Gaylord,16,11,2,1/27/18,9.25,1.00,1.00,0.93,1,3,2.4,0.73,0.61,-0.12,2,4,4,4,2.43,0.91,2,1,1.6,1,2.42,Green,9.12
568,North Wilkesboro,10,14,1,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,0.48,0.38,-0.10,3,4,2,3,6.74,0.89,3,3,3,1,2.61,Green,9
569,Greeley,59,12,3,1/27/18,10.20,1.00,1.00,0.99,1,2,1.7,0.94,0.86,-0.08,3,5,3,4,7.35,0.83,4,2,3.2,2,2.86,Green,10.12
570,Parker,25,12,3,1/27/18,10.20,1.00,1.00,0.91,1,3,2.4,1.01,0.70,-0.31,1,5,5,5,3.78,0.84,4,2,3.2,3,2.77,Green,10.12
571,Plainfield,49,1,2,1/27/18,9.00,0.96,0.96,0.99,2,2,2,0.59,0.68,0.09,4,2,3,2.5,5.51,0.89,3,3,3,3,2.85,Green,9
574,Danvers,41,3,4,1/27/18,11.00,1.00,1.00,0.91,1,3,2.4,0.46,0.45,-0.01,3,5,2,3.5,2.74,0.85,3,1,2.2,3,2.72,Green,10.5
575,Framingham,41,3,4,1/27/18,11.00,1.00,1.00,0.97,1,2,1.7,0.61,0.36,-0.25,1,5,2,3.5,2.33,0.88,3,1,2.2,3,2.01,Green,10.5
576,Mankato,8,7,2,1/27/18,9.65,1.00,1.00,1.00,1,2,1.7,0.35,0.61,0.26,5,5,2,3.5,3.49,0.9,2,2,2,1,2.96,Green,9.63
577,Lino Lakes,17,7,2,1/27/18,9.65,1.00,1.00,0.92,1,3,2.4,0.54,0.99,0.44,5,5,3,4,2.22,0.81,4,1,2.8,3,3.47,Yellow,9.63
579,Lima,80,1,2,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.67,0.80,0.13,5,4,3,3.5,4.03,0.9,3,2,2.6,2,3.11,Yellow,9
580,Warwick,42,3,4,1/27/18,10.10,1.00,1.00,0.98,1,2,1.7,0.56,0.63,0.07,4,4,2,3,4.81,0.92,2,2,2,3,2.61,Green,10.12
581,Taunton,42,3,4,1/27/18,11.00,1.00,1.00,0.99,1,2,1.7,0.43,0.34,-0.09,3,3,2,2.5,5.01,0.88,3,3,3,2,2.51,Green,10.5
583,Ventura,29,8,3,1/27/18,11.00,1.00,1.00,0.98,1,2,1.7,0.53,0.49,-0.05,3,4,3,3.5,5.14,0.94,2,3,2.4,4,2.56,Green,10.5
584,Western Hills,13,2,4,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,0.63,0.47,-0.16,2,4,4,4,3.05,0.87,3,2,2.6,2,2.46,Green,9
585,Murrieta,54,8,3,1/27/18,11.00,1.00,1.00,0.97,1,2,1.7,0.52,0.32,-0.20,1,4,4,4,8,0.93,2,2,2,3,2.06,Green,10.5
586,Pueblo,25,12,3,1/27/18,10.20,1.00,1.00,0.98,1,2,1.7,0.81,0.82,0.02,4,3,3,3,8.8,0.91,2,2,2,2,2.61,Green,10.12
587,Woodbury,46,9,4,1/27/18,10.40,1.00,1.00,0.95,1,3,2.4,0.49,0.26,-0.23,1,3,2,2.5,2.32,0.82,4,1,2.8,4,2.17,Green,10.38
588,Sunset Valley,61,4,1,1/27/18,9.75,1.00,1.00,0.93,1,3,2.4,0.67,0.56,-0.11,2,5,5,5,2.62,0.86,3,1,2.2,2,2.77,Green,9.63
589,Buena Park,48,8,3,1/27/18,11.00,1.00,1.00,1.00,1,2,1.7,0.57,0.69,0.12,5,5,5,5,5.64,0.96,1,3,1.8,4,3.21,Yellow,10.5
590,Cerritos,45,8,3,1/27/18,11.00,1.00,1.00,0.96,1,2,1.7,0.63,0.26,-0.37,1,4,4,4,7.22,0.88,3,2,2.6,4,2.21,Green,10.5
591,Chino Hills,45,8,3,1/27/18,11.00,1.00,1.00,0.99,1,2,1.7,0.57,0.40,-0.18,2,4,3,3.5,6.68,0.99,1,3,1.8,3,2.16,Green,10.5
592,Corona South,48,8,3,1/27/18,11.00,1.00,1.00,0.98,1,2,1.7,0.69,0.87,0.19,5,4,4,4,8.76,0.93,2,2,2,3,3.06,Yellow,10.5
593,Corona North,48,8,3,1/27/18,11.00,1.00,1.00,0.96,1,2,1.7,0.88,0.52,-0.36,1,4,4,4,6.97,0.95,2,3,2.4,3,2.16,Green,10.5
595,Glendora,47,8,3,1/27/18,11.00,1.00,1.00,0.96,1,2,1.7,0.64,0.54,-0.10,3,4,4,4,6.98,0.93,2,3,2.4,3,2.66,Green,10.5
596,La Habra,45,8,3,1/27/18,11.00,1.00,1.00,0.98,1,2,1.7,0.45,0.42,-0.03,3,5,5,5,5.5,0.92,2,3,2.4,4,2.86,Green,10.5
598,Irvine,48,8,3,1/27/18,11.00,0.97,0.97,0.95,2,2,2,0.60,0.64,0.05,4,5,5,5,4.64,0.88,3,2,2.6,4,3.25,Yellow,10.5
599,La Verne,47,8,3,1/27/18,11.00,1.00,1.00,0.99,1,2,1.7,0.54,0.29,-0.25,1,4,4,4,5.46,0.91,2,3,2.4,3,2.16,Green,10.5
600,Moorpark,29,8,3,1/27/18,11.00,1.00,1.00,0.98,1,2,1.7,0.53,0.41,-0.12,2,4,3,3.5,3.31,0.94,2,2,2,4,2.21,Green,10.5
601,Ontario,47,8,3,1/27/18,11.00,0.93,0.93,0.96,3,2,2.3,0.48,0.50,0.02,4,4,4,4,6.72,0.93,2,3,2.4,3,3.09,Yellow,10.5
602,Fontana,47,8,3,1/27/18,11.00,1.00,1.00,0.94,1,3,2.4,0.53,0.45,-0.08,3,4,4,4,15.4,0.97,1,1,1,3,2.52,Green,10.5
603,Riverside,47,8,3,1/27/18,11.00,1.00,1.00,0.98,1,2,1.7,0.62,0.61,-0.01,3,4,3,3.5,16.56,0.97,1,1,1,3,2.21,Green,10.5
604,Seal Beach,48,8,3,1/27/18,11.00,1.00,1.00,0.96,1,2,1.7,0.29,0.41,0.13,5,5,5,5,3.53,0.92,2,2,2,4,3.26,Yellow,10.5
605,Simi Valley,29,8,3,1/27/18,11.00,1.00,1.00,0.95,1,2,1.7,0.62,0.63,0.00,4,4,3,3.5,4.9,0.93,2,2,2,4,2.71,Green,10.5
606,Temecula,54,8,3,1/27/18,11.00,1.00,1.00,0.97,1,2,1.7,0.51,0.45,-0.06,3,4,4,4,7.78,0.89,3,2,2.6,3,2.71,Green,10.5
607,Upland,47,8,3,1/27/18,11.00,0.92,0.92,0.93,3,3,3,0.71,0.62,-0.10,3,4,4,4,7.5,0.92,2,2,2,3,2.95,Green,10.5
608,Valencia,29,8,3,1/27/18,11.00,1.00,1.00,0.97,1,2,1.7,0.49,0.46,-0.03,3,4,4,4,5.84,0.95,2,3,2.4,4,2.66,Green,10.5
609,Hooksett,12,3,4,1/27/18,9.00,1.00,1.00,0.96,1,2,1.7,0.63,0.54,-0.10,3,5,3,4,2.93,0.89,3,1,2.2,2,2.61,Green,9
610,Noblesville,4,6,2,1/27/18,9.00,1.00,1.00,0.92,1,3,2.4,0.91,0.74,-0.17,2,5,4,4.5,3.01,0.86,3,2,2.6,2,2.77,Green,9
611,Kalamazoo West,16,11,2,1/27/18,9.25,1.00,1.00,0.99,1,2,1.7,0.71,0.82,0.11,5,4,4,4,5.41,0.93,2,3,2.4,2,3.16,Yellow,9.12
612,Garner,44,14,1,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.79,0.53,-0.26,1,5,4,4.5,7.17,0.87,3,2,2.6,2,2.31,Green,9
613,Ahwatukee,51,12,3,1/27/18,10.50,1.00,1.00,0.95,1,3,2.4,0.88,0.64,-0.25,1,4,4,4,4.21,0.93,2,2,2,2,2.27,Green,10.38
614,Northwest Gilbert,51,12,3,1/27/18,10.50,1.00,1.00,0.94,1,3,2.4,0.89,0.71,-0.18,2,4,4,4,3.76,0.93,2,2,2,2,2.52,Green,10.38
615,Desert Ridge,50,12,3,1/27/18,10.50,1.00,1.00,0.96,1,2,1.7,0.58,0.67,0.08,4,4,4,4,3.89,0.86,3,2,2.6,2,2.96,Green,10.38
616,East Brunswick,38,9,4,1/27/18,9.00,1.00,1.00,0.91,1,3,2.4,0.59,0.39,-0.20,1,5,5,5,5.19,0.9,2,3,2.4,4,2.57,Green,9
618,Laguna Niguel,48,8,3,1/27/18,11.00,0.74,0.74,0.85,5,4,4.3,0.93,0.73,-0.20,2,5,5,5,2.41,0.84,4,1,2.8,4,3.49,Yellow,10.5
619,South Chandler,51,12,3,1/27/18,10.50,1.00,1.00,0.99,1,2,1.7,0.62,0.62,0.00,3,4,4,4,4.59,0.92,2,2,2,2,2.56,Green,10.38
620,North Scottsdale,50,12,3,1/27/18,10.50,1.00,1.00,0.90,1,4,3.1,0.77,0.73,-0.04,3,4,4,4,3.98,0.89,3,2,2.6,2,3.13,Yellow,10.38
621,South Gilbert,51,12,3,1/27/18,10.50,1.00,1.00,0.99,1,2,1.7,0.76,0.86,0.10,4,4,4,4,5.52,0.88,3,3,3,2,3.06,Yellow,10.38
622,Surprise,50,12,3,1/27/18,10.50,1.00,1.00,0.99,1,2,1.7,0.51,0.54,0.03,4,4,4,4,12.05,0.93,2,1,1.6,2,2.71,Green,10.38
623,Ankeny,43,7,2,1/27/18,9.00,1.00,1.00,0.90,1,4,3.1,0.95,0.78,-0.17,2,5,3,4,3.04,0.82,4,2,3.2,2,3.03,Yellow,9
624,Chillicothe,33,1,2,1/27/18,9.00,1.00,1.00,0.95,1,2,1.7,0.85,0.92,0.07,4,3,3,3,4.18,0.98,1,2,1.4,1,2.46,Green,9
625,Millbury,41,3,4,1/27/18,11.00,1.00,1.00,0.98,1,2,1.7,0.42,0.53,0.11,5,4,2,3,4.39,0.88,3,2,2.6,2,3.01,Yellow,10.5
626,Troy,80,1,2,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,1.27,0.58,-0.70,1,4,3,3.5,2.6,0.88,3,1,2.2,2,2.01,Green,9
627,Miami Township,13,2,4,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,0.56,0.59,0.03,4,4,3,3.5,3.6,0.86,3,2,2.6,2,2.86,Green,9
630,Thousand Oaks,29,8,3,1/27/18,11.00,1.00,1.00,0.95,1,3,2.4,0.54,0.64,0.09,4,4,3,3.5,3.68,0.9,2,2,2,4,2.92,Green,10.5
631,Redlands,47,8,3,1/27/18,11.00,1.00,1.00,0.98,1,2,1.7,0.53,0.55,0.03,4,4,4,4,9.91,0.96,1,2,1.4,3,2.66,Green,10.5
632,Torrance,45,8,3,1/27/18,11.00,1.00,1.00,0.96,1,2,1.7,0.37,0.35,-0.02,3,4,4,4,6.52,0.93,2,3,2.4,4,2.66,Green,10.5
633,Lakewood,45,8,3,1/27/18,11.00,1.00,1.00,0.99,1,2,1.7,0.50,0.43,-0.07,3,4,4,4,12.46,0.97,1,1,1,4,2.31,Green,10.5
634,Flemington,38,9,4,1/27/18,10.00,1.00,1.00,0.84,1,4,3.1,0.83,0.62,-0.21,1,5,5,5,3.38,0.83,4,2,3.2,4,2.98,Green,10
636,Victorville,29,8,3,1/27/18,11.00,1.00,1.00,0.96,1,2,1.7,0.39,0.42,0.04,4,4,4,4,26.39,0.96,1,1,1,3,2.56,Green,10.5
638,North Phoenix,50,12,3,1/27/18,10.50,1.00,1.00,0.99,1,2,1.7,0.58,0.38,-0.19,2,4,4,4,7.52,0.9,3,2,2.6,2,2.46,Green,10.38
639,West Springfield,57,3,4,1/27/18,11.00,1.00,1.00,0.99,1,2,1.7,0.44,0.39,-0.05,3,3,2,2.5,5.91,0.95,1,3,1.8,2,2.21,Green,10.5
640,Rocky Hill,32,9,4,1/27/18,10.10,1.00,1.00,1.00,1,2,1.7,0.52,0.36,-0.16,2,3,2,2.5,4.62,0.9,2,2,2,3,2.01,Green,10.12
641,Nicholasville,67,2,4,1/27/18,9.00,1.00,1.00,0.94,1,3,2.4,0.98,0.69,-0.28,1,5,3,4,3.02,0.92,2,2,2,1,2.27,Green,9
642,Forum,61,4,1,1/27/18,9.00,1.00,1.00,0.93,1,3,2.4,0.86,0.78,-0.08,3,5,5,5,6.94,0.9,2,3,2.4,2,3.07,Yellow,9
643,Bandera Point,61,4,1,1/27/18,9.00,1.00,1.00,0.96,1,2,1.7,0.41,0.59,0.17,5,5,5,5,8.39,0.84,4,2,3.2,2,3.56,Yellow,9
644,Northwoods,61,4,1,1/27/18,9.25,1.00,1.00,0.93,1,3,2.4,0.82,0.81,-0.01,3,5,5,5,4.65,0.92,2,2,2,2,2.97,Green,9.12
645,Stafford,24,2,4,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.80,0.65,-0.15,2,5,3,4,9.59,0.88,3,2,2.6,4,2.46,Green,9
646,Cold Spring,13,2,4,1/27/18,9.00,0.92,0.92,0.97,3,2,2.3,0.55,0.47,-0.08,3,5,2,3.5,3.82,0.86,3,2,2.6,2,2.79,Green,9
647,Chesterfield,31,11,2,1/27/18,9.25,1.00,1.00,0.96,1,2,1.7,0.58,0.59,0.01,4,4,3,3.5,3.39,0.93,2,2,2,3,2.71,Green,9.12
648,Lincolnwood,5,1,2,1/27/18,10.00,1.00,1.00,0.98,1,2,1.7,0.57,0.45,-0.12,2,3,3,3,5.82,0.83,4,3,3.6,3,2.51,Green,10
649,Concord,10,14,1,1/27/18,9.00,1.00,1.00,0.96,1,2,1.7,0.85,0.42,-0.43,1,4,3,3.5,4.02,0.95,2,2,2,2,1.96,Green,9
650,Virginia Beach,58,2,4,1/27/18,9.00,1.00,1.00,1.00,1,2,1.7,0.49,0.68,0.19,5,5,3,4,7.8,0.95,1,2,1.4,2,2.91,Green,9
652,North Glendale,50,12,3,1/27/18,10.50,1.00,1.00,0.99,1,2,1.7,0.60,0.50,-0.10,3,4,4,4,4.52,0.91,2,2,2,2,2.56,Green,10.38
653,South Peoria,50,12,3,1/27/18,10.50,1.00,1.00,0.99,1,2,1.7,0.70,0.36,-0.34,1,4,4,4,8.26,0.93,2,2,2,2,2.06,Green,10.38
654,Huntington Beach,48,8,3,1/27/18,11.00,1.00,1.00,0.96,1,2,1.7,0.54,0.47,-0.07,3,5,5,5,4.11,0.93,2,2,2,4,2.76,Green,10.5
655,Doylestown,74,15,4,1/27/18,9.00,1.00,1.00,0.95,1,2,1.7,0.39,0.28,-0.11,2,4,2,3,2.51,0.88,3,1,2.2,3,2.16,Green,9
656,Chesapeake,58,2,4,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.81,0.58,-0.24,1,5,3,4,7.9,0.95,2,2,2,2,2.06,Green,9
657,East Birmingham,78,16,1,1/27/18,9.00,1.00,1.00,0.95,1,2,1.7,0.91,0.68,-0.23,1,5,5,5,4.65,0.9,2,2,2,2,2.26,Green,9
658,Trussville,78,16,1,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,0.88,0.91,0.03,4,5,4,4.5,8.23,0.94,2,2,2,2,2.91,Green,9
659,Flagstaff,50,12,3,1/27/18,11.00,1.00,1.00,0.97,1,2,1.7,0.76,0.87,0.12,5,2,2,2,9.17,0.91,2,2,2,1,2.66,Green,10.5
660,Avondale,50,12,3,1/27/18,10.50,1.00,1.00,0.97,1,2,1.7,0.68,0.64,-0.04,3,4,4,4,13.86,0.96,1,1,1,2,2.31,Green,10.38
661,Canton,57,3,4,1/27/18,10.10,1.00,1.00,0.99,1,2,1.7,0.33,0.35,0.03,4,3,2,2.5,3.47,0.79,5,2,3.8,3,2.96,Green,10.12
662,Algonquin,19,1,2,1/27/18,9.00,0.98,0.98,0.96,2,2,2,0.63,0.53,-0.10,3,3,3,3,4.44,0.88,3,2,2.6,3,2.6,Green,9
663,Folsom,55,13,3,1/27/18,11.00,1.00,1.00,0.97,1,2,1.7,0.42,0.44,0.03,4,4,4,4,3.63,0.93,2,2,2,3,2.81,Green,10.5
664,Plymouth,42,3,4,1/27/18,11.00,0.97,0.97,0.91,2,3,2.7,0.44,0.58,0.13,5,4,1,2.5,3.15,0.83,4,2,3.2,2,3.36,Yellow,10.5
665,Timonium,66,15,4,1/27/18,9.25,1.00,1.00,0.98,1,2,1.7,1.14,0.83,-0.31,1,4,3,3.5,6.84,0.89,3,3,3,3,2.21,Green,9.12
667,Green Valley,14,10,3,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.51,0.36,-0.15,2,3,5,4,5.22,0.89,3,3,3,2,2.56,Green,9
668,North Summerlin,14,10,3,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,0.72,0.51,-0.21,1,3,5,4,10.61,0.91,2,1,1.6,2,1.96,Green,9
669,Northwest Las Vegas,14,10,3,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.50,0.41,-0.09,3,3,5,4,5.97,0.92,2,3,2.4,2,2.66,Green,9
671,Crestwood,81,14,1,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,0.43,0.39,-0.04,3,5,4,4.5,4.61,0.91,2,2,2,2,2.66,Green,9
672,Edwardsville,23,14,1,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,0.67,0.83,0.16,5,4,3,3.5,5.36,0.86,3,3,3,2,3.21,Yellow,9
673,Simpsonville,75,14,1,1/27/18,9.00,1.00,1.00,0.95,1,3,2.4,0.68,0.66,-0.01,3,4,4,4,5.1,0.86,3,3,3,1,3.02,Yellow,9
674,Lawrence,4,6,2,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.55,0.85,0.31,5,5,3,4,6.55,0.93,2,3,2.4,2,3.16,Yellow,9
675,Rancho San Diego,54,8,3,1/27/18,11.00,1.00,1.00,0.98,1,2,1.7,0.55,0.53,-0.01,3,5,5,5,9.13,0.95,2,2,2,3,2.76,Green,10.5
677,La Quinta,47,8,3,1/27/18,11.00,1.00,1.00,0.98,1,2,1.7,0.44,0.43,0.00,3,4,4,4,6.53,0.94,2,3,2.4,3,2.66,Green,10.5
678,Cottage Grove,8,7,2,1/27/18,9.65,1.00,1.00,0.94,1,3,2.4,0.69,0.71,0.01,4,5,2,3.5,2.46,0.85,4,1,2.8,3,3.12,Yellow,9.63
679,Ft Wayne Northeast,80,1,2,1/27/18,9.00,1.00,1.00,1.00,1,2,1.7,0.57,0.74,0.17,5,5,3,4,3.46,0.89,3,2,2.6,1,3.21,Yellow,9
680,Roseville West,55,13,3,1/27/18,11.00,1.00,1.00,0.97,1,2,1.7,0.72,0.64,-0.08,3,5,4,4.5,4.43,0.92,2,2,2,3,2.66,Green,10.5
681,Quakertown,74,15,4,1/27/18,9.00,1.00,1.00,0.90,1,3,2.4,0.60,0.84,0.24,5,4,3,3.5,2.84,0.86,3,1,2.2,2,3.22,Yellow,9
682,Howell,7,11,2,1/27/18,9.25,1.00,1.00,0.95,1,3,2.4,0.75,0.66,-0.10,3,5,4,4.5,2.66,0.84,4,1,2.8,2,3.07,Yellow,9.12
683,Natomas,55,13,3,1/27/18,11.00,1.00,1.00,0.97,1,2,1.7,0.69,0.34,-0.35,1,4,4,4,8.31,0.96,1,2,1.4,3,1.91,Green,10.5
685,Marana,51,12,3,1/27/18,10.50,1.00,1.00,1.00,1,2,1.7,0.37,0.45,0.08,4,4,4,4,6.16,0.95,1,3,1.8,1,2.76,Green,10.38
686,Corpus Christi,71,4,1,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.35,0.27,-0.08,3,3,3,3,9.87,0.95,2,2,2,2,2.36,Green,9
687,Southwest Colorado Springs,25,12,3,1/27/18,10.20,1.00,1.00,0.98,1,2,1.7,0.61,0.44,-0.17,2,5,4,4.5,6.17,0.89,3,3,3,2,2.66,Green,10.12
688,Southeast Tucson,51,12,3,1/27/18,10.50,1.00,1.00,0.97,1,2,1.7,0.81,0.72,-0.09,3,4,4,4,6.84,0.92,2,3,2.4,1,2.66,Green,10.38
689,Lakewood,25,12,3,1/27/18,10.20,1.00,1.00,0.95,1,3,2.4,0.90,0.76,-0.13,2,5,4,4.5,3.55,0.89,3,2,2.6,3,2.77,Green,10.12
690,Kokomo,4,6,2,1/27/18,9.00,1.00,1.00,1.00,1,2,1.7,0.43,0.40,-0.03,3,5,2,3.5,5.97,0.99,1,3,1.8,2,2.41,Green,9
691,Clifton Park,57,3,4,1/27/18,10.40,1.00,1.00,0.93,1,3,2.4,0.95,0.62,-0.34,1,4,2,3,3.29,0.87,3,2,2.6,2,2.22,Green,10.38
692,Colonie,57,3,4,1/27/18,10.40,1.00,1.00,0.99,1,2,1.7,0.81,0.77,-0.03,3,4,2,3,3.47,0.89,3,2,2.6,2,2.51,Green,10.38
693,Middletown,38,9,4,1/27/18,9.00,1.00,1.00,1.00,1,2,1.7,0.25,0.31,0.06,4,4,4,4,2.89,0.83,4,1,2.8,4,3.01,Yellow,9
694,Trexlertown,74,15,4,1/27/18,9.00,1.00,1.00,0.98,1,2,1.7,0.44,0.38,-0.06,3,3,2,2.5,3.39,0.83,4,2,3.2,2,2.56,Green,9
695,Elk Grove,55,13,3,1/27/18,11.00,0.86,0.86,0.96,4,2,2.6,0.91,0.80,-0.11,2,4,4,4,10,0.9,3,2,2.6,3,2.73,Green,10.5
696,Little Rock,53,5,1,1/27/18,9.00,0.85,0.85,0.97,4,2,2.6,1.41,1.10,-0.31,1,5,4,4.5,7.33,0.91,2,2,2,1,2.43,Green,9
697,Sherwood,53,5,1,1/27/18,9.00,1.00,1.00,0.99,1,2,1.7,0.47,0.48,0.01,4,5,4,4.5,8.65,0.94,2,2,2,1,2.91,Green,9
698,Conway,53,5,1,1/27/18,9.00,1.00,1.00,1.00,1,2,1.7,0.82,0.78,-0.04,3,5,3,4,6.91,0.92,2,3,2.4,1,2.66,Green,9
699,Liberty,76,7,2,1/27/18,9.00,1.00,1.00,0.97,1,2,1.7,0.97,1.03,0.06,4,5,4,4.5,3.81,0.92,2,2,2,2,2.91,Green,9
700,Oceanside,54,8,3,1/27/18,11.00,1.00,1.00,0.96,1,2,1.7,0.69,0.80,0.11,5,5,5,5,3.88,0.92,2,2,2,3,3.26,Yellow,10.5
701,Visalia,70,13,3,1/27/18,11.00,1.00,1.00,0.99,1,2,1.7,0.52,0.55,0.03,4,1,3,2,12.84,0.93,2,1,1.6,3,2.31,Green,10.5
702,Bakersfield NW,29,8,3,1/27/18,11.00,1.00,1.00,0.98,1,2,1.7,0.52,0.40,-0.12,2,1,3,2,10.74,0.98,1,1,1,3,1.66,Green,10.5
703,Westbrook,12,3,4,1/27/18,10.00,1.00,1.00,0.89,1,4,3.1,0.75,0.49,-0.27,1,5,2,3.5,2.88,0.92,2,1,1.6,2,2.28,Green,10
704,Rogers,17,7,2,1/27/18,9.65,1.00,1.00,0.91,1,3,2.4,1.01,0.71,-0.31,1,5,4,4.5,2.16,0.73,5,1,3.4,3,2.72,Green,9.63
